Time,Tag,Code,Log
1680747743,GNSS,0,"$GNRMC,022216.000,A,2649.286047,N,07551.406942,E,0.00,119.07,060423,,,D,V*0A"
1680747745,GNSS,0,
1680747747,GNSS,0,"$GNRMC,022217.000,A,2649.285760,N,07551.407181,E,0.00,119.07,060423,,,D,V*0C"
1680747749,GNSS,0,
1680747751,GNSS,0,
1680747753,GNSS,0,"$GNRMC,022218.000,A,2649.285460,N,07551.407217,E,0.00,119.07,060423,,,D,V*0C"
1680747755,GNSS,0,
1680747757,GNSS,0,"$GNRMC,022219.000,A,2649.284943,N,07551.407540,E,0.00,119.07,060423,,,D,V*05"
1680747759,GNSS,0,
1680747761,GNSS,0,
1680747763,GNSS,0,"$GNRMC,022236.000,A,2649.287758,N,07551.405558,E,0.00,119.07,060423,,,D,V"
1680747765,GNSS,0,
1680747767,GNSS,0,
1680747769,GNSS,0,"$GNRMC,022237.000,A,2649.287920,N,07551.405472,E,0.00,119.07,060423,,,D,V*0D"
1680747771,GNSS,0,
1680747773,GNSS,0,"$GNRMC,022238.000,A,2649.288046,N,07551.405069,"
1680747775,GNSS,0,
1680747777,GNSS,0,
1680747779,GNSS,0,"$GNRMC,022239.000,A,2649.287980,N,07551.404913,E,0.00,119.07,060423,,,D,V*02"
1680747781,GNSS,0,
1680747783,GNSS,0,
1680747785,GNSS,0,"$GNRMC,022256.000,A,2649.286414,N,07551.405417,E,0.00,119.07,060423,,,D,V*02"
1680747787,GNSS,0,
1680747789,GNSS,0,
1680747791,GNSS,0,"$GNRMC,022257.000,A,2649.286031,N,07551.405426,E,0.00,119.07,060423,,,D,V*02"
1680747793,GNSS,0,
1680747795,GNSS,0,"$GNRMC,022258.000,A,2649.286188,N,07551.404934,E,0.00,119.07,060423,,,D,V*01"
1680747797,GNSS,0,
1680747799,GNSS,0,
1680747801,GNSS,0,"$GNRMC,022315.000,A,2649.286885,N,07551.404264,E,0.00,119.07,060423,,,D,V*03"
1680747803,GNSS,0,
1680747805,GNSS,0,
1680747807,GNSS,0,"$GNRMC,022316.000,A,2649.286522,N,07551.404281,E,0.00,119.07,060423,,,D,V*0B"
1680747809,GNSS,0,
1680747811,GNSS,0,"$GNRMC,022317.000,A,2649.286365,N,07551.404206,E,0.00"
1680747813,GNSS,0,
1680747815,GNSS,0,
1680747817,GNSS,0,"$GNRMC,022318.000,A,2649.286474,N,07551.404274,E,0.00,119.07,060423,,,D,V*0D"
1680747819,GNSS,0,
1680747821,GNSS,0,"$GNRMC,022334.000,A,2649.285391,N,07551.404072,E,0.00,119.07,060423,,,D,V*08"
1680747823,GNSS,0,
1680747825,GNSS,0,"$GNRMC,022335.000,A,2649.285102,N,07551.404452,E,0.00,119.07,060423,,,D,V*07"
1680747827,GNSS,0,
1680747829,GNSS,0,
1680747831,GNSS,0,"$GNRMC,022336.000,A,2649.283754,N,07551.404692,E,0.00,119.07,060423,,,D,V*09"
1680747833,GNSS,0,
1680747835,GNSS,0,"$GNRMC,022337.000,A,2649.283566,N,07551.405069,E,0.00,119."
1680747837,GNSS,0,
1680747839,GNSS,0,
1680747841,GNSS,0,
1680747843,GNSS,0,"$GNRMC,022354.000,A,2649.283956,N,07551.405488,E,0.00,119.07,060423,,,D,V*09"
1680747845,GNSS,0,
1680747847,GNSS,0,
1680747849,GNSS,0,"$GNRMC,022355.000,A,2649.283956,N,07551.405488,E,0.00,119.07,060423,,,D,V*08"
1680747851,GNSS,0,
1680747853,GNSS,0,"$GNRMC,022356.000,A,2649.283956,N,07551.405488,E,0.00,119.07,060423,,,D,V*0B"
1680747855,GNSS,0,
1680747857,GNSS,0,
1680747859,GNSS,0,
1680747861,GNSS,0,"$GNRMC,022413.000,A,2649.282647,N,07551.406355,E,0.00,119.07,060423,,,D,V*07"
1680747863,GNSS,0,
1680747865,GNSS,0,"$GNRMC,022414.000,A,2649.283368,N,07551.406656,E,0.00,119"
1680747867,GNSS,0,
1680747869,GNSS,0,
1680747871,GNSS,0,"$GNRMC,022415.000,A,2649.283368,N,07551.406656,E,0.00,119.07,060423,,,D,V*0E"
1680747873,GNSS,0,
1680747875,GNSS,0,"$GNRMC,02"
1680747877,GNSS,0,
1680747879,GNSS,0,"$GNRMC,022432.000,A,2649.288016,N,07551.406590,E,0.00,119.07,060423,,,D,V*03"
1680747881,GNSS,0,
1680747883,GNSS,0,"$GNRMC,022433.000,A,2649.287097,N,07551.406078,E,0.00,119.07,060423,,,D,V*07"
1680747886,GNSS,0,
1680747888,GNSS,0,
1680747890,GNSS,0,"$GNRMC,022434.000,A,2649.286916,N,07551.406026,E,0.00,119.07,060423,,,D,V*0A"
1680747892,GNSS,0,
1680747894,GNSS,0,"$GNRMC,022435.000,A,2649.287053,N,07551.405663,E,0.00,119.07,06042"
1680747896,GNSS,0,
